age,dataset,bfis_O_newidea,bfis_O_apprart,bfis_O_highima,bfis_C_worktho,bfis_C_taskeff,bfis_C_ratlazy,bfis_E_talkati,bfis_E_sociabl,bfis_E_reserve,bfis_A_harshwo,bfis_A_ablefor,bfis_A_conside,bfis_N_worries,bfis_N_nervous,bfis_N_relaxed
21,sels,6,10,6,7,7,10,7,7,9,0,5,8,6,7,4
59,sels,5,0,4,8,9,5,8,9,5,9,9,9,1,5,5
56,sels,6,4,7,8,9,7,8,6,4,1,9,7,9,8,7
66,sels,9,9,8,8,9,7,8,5,1,9,10,9,10,10,3
34,sels,5,9,7,8,7,8,6,4,2,10,9,10,7,2,5
76,sels,7,10,10,5,5,7,5,9,5,7,3,9,9,3,9
74,sels,5,8,10,10,8,10,10,8,2,10,5,10,10,5,5
51,sels,4,3,9,8,9,9,8,8,5,9,9,9,4,6,2
47,sels,6,8,7,8,8,5,4,3,5,8,8,7,2,10,2
68,sels,7,6,8,7,9,1,9,9,9,2,3,9,8,6,8
60,sels,2,7,6,9,9,9,4,6,3,9,9,8,8,2,4
59,sels,5,5,4,10,6,2,6,5,5,10,8,7,7,5,5
36,sels,6,7,4,10,8,2,1,3,7,4,8,6,4,8,7
40,sels,8,3,7,9,8,7,7,8,5,5,5,7,5,5,3
72,sels,3,4,4,9,9,10,5,4,4,7,2,6,2,2,3
22,sels,7,4,6,8,7,5,6,5,5,5,5,8,5,3,3
24,sels,6,9,8,8,7,5,5,5,2,9,8,9,7,1,2
51,sels,6,6,6,7,7,9,9,8,9,7,9,6,2,3,3
32,sels,10,10,8,10,7,9,10,5,9,3,5,8,10,7,5
51,sels,7,7,8,7,6,1,9,10,4,2,7,7,7,4,2
53,sels,10,10,10,7,9,8,9,9,9,1,9,9,6,9,3
59,sels,6,7,9,8,7,8,7,7,6,8,9,7,2,2,1
52,sels,5,10,5,5,5,0,5,10,0,5,10,5,10,10,5
35,sels,7,5,5,10,10,10,10,10,8,5,5,5,8,7,5
58,sels,3,6,3,9,8,5,4,4,7,10,9,9,3,7,5
80,sels,8,8,6,8,8,10,9,8,6,3,9,7,9,7,4
20,sels,4,4,4,8,9,9,4,4,6,10,10,9,9,5,6
50,sels,10,5,8,10,2,2,5,1,0,2,0,10,10,10,10
69,sels,7,2,7,9,10,10,9,9,8,6,8,3,4,3,3
26,sels,7,8,8,6,8,1,9,9,9,6,6,8,3,2,2
29,sels,4,0,1,9,9,10,8,7,9,10,1,4,4,1,1
60,sels,8,2,7,8,8,9,8,7,6,4,5,3,4,2,5
41,sels,8,7,8,9,10,9,10,7,2,1,9,10,10,8,7
59,sels,7,9,8,8,8,8,8,8,3,3,2,8,5,2,1
23,sels,6,3,7,7,6,7,7,9,9,7,7,9,7,4,2
32,sels,7,10,10,10,10,8,6,8,1,9,8,10,8,2,1
58,sels,7,8,8,8,8,7,6,6,2,9,7,8,6,2,2
50,sels,6,4,5,8,8,6,8,6,3,3,8,6,5,3,4
65,sels,5,7,8,5,5,5,7,5,7,10,7,7,5,2,5
58,sels,8,8,9,10,8,9,10,9,3,8,8,9,8,6,2
60,sels,7,6,5,7,5,7,6,5,6,5,5,5,5,4,5
48,sels,7,9,8,9,10,8,10,9,5,4,5,8,2,3,3
19,sels,6,1,4,9,9,7,5,3,3,8,7,9,3,8,3
23,sels,2,0,10,5,5,1,1,1,0,10,8,10,2,4,7
66,sels,3,10,7,10,8,9,9,8,2,10,10,10,1,1,1
37,sels,4,4,4,10,7,10,6,3,3,10,4,10,10,4,5
31,sels,8,4,5,8,9,10,8,8,0,9,9,10,10,5,7
55,sels,3,1,2,8,8,8,4,4,4,10,8,8,2,3,5
67,sels,5,3,5,8,10,10,9,8,8,2,4,5,6,8,2
74,sels,5,9,10,9,10,10,5,8,2,10,9,10,8,5,5
51,sels,6,8,7,9,9,8,9,9,8,8,2,9,2,1,1
24,sels,3,0,0,10,10,9,8,9,8,4,6,6,5,8,4
30,sels,8,5,9,9,8,9,8,8,8,4,8,8,2,1,0
46,sels,8,9,10,10,9,10,10,10,0,3,8,9,8,6,2
34,sels,5,2,6,9,7,1,7,2,2,10,10,10,7,1,2
53,sels,8,9,9,10,9,10,10,10,10,8,8,9,1,6,1
67,sels,1,10,1,10,9,0,10,10,9,5,5,4,9,1,6
33,sels,7,8,7,9,9,10,10,9,5,10,8,9,9,2,2
56,sels,5,7,3,8,10,8,8,5,0,10,10,8,0,0,0
58,sels,6,1,6,9,10,10,9,9,7,8,10,9,1,3,2
51,sels,5,8,8,9,9,9,9,7,9,8,8,8,8,3,1
74,sels,6,8,8,9,8,9,5,6,2,9,5,8,2,2,3
26,sels,7,8,8,8,8,8,8,8,7,7,8,8,6,3,2
46,sels,8,9,9,10,9,9,9,9,6,6,10,8,2,4,1
49,sels,10,10,10,10,9,7,9,9,1,4,6,9,8,3,1
69,sels,5,4,7,10,6,10,6,8,5,9,9,10,8,3,2
37,sels,2,5,3,9,7,8,8,5,4,4,7,7,5,6,4
69,sels,8,8,8,9,8,10,9,9,2,7,9,9,8,2,2
37,sels,4,8,8,8,8,4,5,2,2,8,9,8,1,8,2
63,sels,5,7,5,9,8,9,9,8,2,8,9,9,6,7,1
62,sels,8,7,8,10,10,10,9,9,1,10,8,10,8,5,1
48,sels,7,9,4,7,10,9,6,9,4,7,7,0,6,1,2
45,sels,8,2,7,9,8,8,7,8,8,4,8,8,8,6,2
64,sels,8,5,4,8,9,8,8,8,6,2,8,4,2,1,4
20,sels,7,10,9,0,5,3,4,5,7,8,5,4,5,3,5
69,sels,7,7,8,10,10,8,8,9,3,8,8,9,8,8,1
34,sels,4,6,4,9,9,10,8,8,2,9,10,8,10,5,8
25,sels,9,9,8,8,8,7,10,8,7,9,8,9,5,5,4
70,sels,6,10,9,4,6,1,8,8,3,5,8,7,7,2,2
28,sels,7,9,8,9,9,8,7,9,6,7,9,9,9,9,6
40,sels,8,10,10,7,6,7,6,4,2,5,7,9,5,4,3
27,sels,9,3,7,8,10,10,7,7,8,7,6,7,9,1,4
999,sels,8,10,8,10,10,10,10,10,5,5,8,10,5,2,5
53,sels,4,5,5,8,9,7,6,7,2,4,8,9,8,6,3
68,sels,5,6,4,8,8,7,5,6,6,1,9,9,8,2,2
57,sels,8,8,7,8,8,8,8,5,5,2,9,7,8,8,8
19,sels,6,4,7,8,7,7,8,7,4,8,7,10,5,4,3
67,sels,10,7,10,9,8,10,10,8,3,7,10,9,6,4,3
25,sels,6,5,8,9,9,9,5,5,1,8,9,7,9,6,8
59,sels,7,5,6,8,9,5,8,9,3,3,9,8,3,6,2
73,sels,10,5,8,10,10,10,6,7,5,0,4,5,0,5,0
39,sels,8,5,8,10,10,10,7,9,7,9,10,9,6,5,4
65,sels,5,6,4,8,6,5,6,3,4,9,7,8,3,3,4
23,sels,7,9,4,10,10,9,9,8,7,2,10,10,3,5,3
33,sels,9,4,7,8,8,8,8,6,4,3,6,6,6,3,1
19,sels,5,5,4,9,7,9,6,4,4,9,10,8,5,6,7
75,sels,2,5,5,5,4,9,3,3,5,9,6,10,5,3,6
49,sels,6,6,8,10,8,10,6,8,2,5,8,8,8,6,3
23,sels,6,6,6,8,9,3,9,7,8,6,4,6,3,2,3
59,sels,7,10,10,10,7,9,7,4,5,3,6,7,8,8,8
89,sels,3,9,7,8,8,10,4,3,6,9,8,8,2,1,6
40,sels,6,7,9,9,9,10,7,6,7,9,10,9,8,7,5
67,sels,9,4,6,8,9,9,8,7,9,2,9,8,2,1,0
75,sels,7,8,5,10,10,10,10,8,2,8,10,10,2,5,2
42,sels,7,6,7,9,9,10,8,7,4,1,7,9,7,4,2
72,sels,5,9,8,8,8,6,9,8,7,6,9,8,3,4,2
50,sels,10,10,9,9,9,10,9,8,7,8,10,9,1,1,1
36,sels,5,5,3,8,7,5,7,7,5,5,6,5,7,6,6
28,sels,6,7,6,9,7,8,7,8,3,5,9,9,7,4,4
34,sels,8,10,7,9,8,4,8,6,7,5,8,6,6,6,5
72,sels,4,5,10,10,10,10,10,9,0,10,10,10,4,5,3
48,sels,8,4,6,8,8,8,7,6,4,5,8,6,6,2,3
44,sels,8,0,5,10,9,10,7,7,5,9,7,9,3,5,8
81,sels,6,2,5,8,9,5,9,6,4,3,7,4,4,6,5
60,sels,5,7,7,8,9,9,8,6,5,7,2,8,3,6,6
28,sels,8,2,7,9,8,8,8,8,5,6,8,8,1,1,2
39,sels,3,4,6,7,7,8,5,4,7,8,10,10,3,7,6
49,sels,8,7,9,8,8,10,5,5,7,4,5,8,8,5,5
61,sels,8,10,7,8,5,8,4,2,6,0,0,4,10,6,7
44,sels,6,3,6,7,7,6,7,7,5,7,6,6,2,3,3
25,sels,9,5,10,8,9,5,6,9,4,9,10,9,5,7,4
46,sels,7,5,8,9,9,10,10,10,9,3,10,7,2,2,2
70,sels,5,3,10,10,10,10,10,10,0,10,3,10,10,6,3
62,sels,2,9,10,9,9,10,3,2,1,9,7,9,2,5,3
50,sels,8,0,3,10,8,9,8,8,3,7,3,8,3,2,2
50,sels,6,2,7,8,9,3,3,4,5,2,5,7,8,2,4
60,sels,9,4,9,8,8,9,8,9,9,5,9,5,2,3,1
36,sels,3,0,1,9,6,10,8,8,10,3,3,9,3,7,7
38,sels,7,5,8,8,8,9,3,7,3,9,9,9,4,1,4
18,sels,5,5,5,10,10,7,10,7,4,5,10,8,8,7,4
64,sels,8,5,8,9,9,9,8,8,2,4,10,8,3,3,1
47,sels,5,5,10,10,9,10,8,9,2,5,5,10,9,6,2
71,sels,3,4,1,7,6,8,7,3,6,7,3,6,3,6,7
67,sels,8,8,8,8,8,3,6,8,3,10,10,7,4,4,3
49,sels,7,3,6,9,9,10,7,8,3,7,7,10,5,3,3
18,sels,7,10,8,8,8,5,9,9,8,7,4,5,2,3,0
33,sels,9,10,9,10,10,10,10,6,7,8,2,10,9,4,6
53,sels,4,4,4,10,10,10,4,4,5,0,4,5,7,4,3
51,sels,4,8,5,8,7,7,8,7,6,8,10,8,7,2,3
40,sels,7,6,5,10,9,10,10,4,9,9,4,9,5,1,3
33,sels,4,5,7,10,8,10,6,4,3,7,9,9,8,7,7
47,sels,3,1,4,7,9,9,6,6,2,8,9,8,6,1,2
56,sels,5,8,10,8,5,3,6,6,5,9,10,10,0,5,0
69,sels,7,2,3,9,6,8,7,7,2,8,9,4,2,8,4
64,sels,8,2,9,8,8,2,5,6,4,5,8,8,5,6,2
76,sels,5,5,9,8,8,7,4,7,1,7,9,8,2,6,5
56,sels,8,3,8,8,9,9,7,5,8,5,8,6,1,2,3
43,sels,5,5,7,4,4,7,4,8,3,6,5,6,5,6,6
52,sels,8,6,8,7,6,8,9,7,6,9,9,8,4,3,5
21,sels,7,9,7,8,8,1,6,7,0,8,8,10,9,9,0
32,sels,7,2,5,9,8,9,9,7,8,8,8,8,7,1,3
64,sels,6,6,5,9,9,5,9,5,5,8,10,9,2,1,2
70,sels,2,9,2,5,5,8,1,5,1,8,8,7,3,1,1
52,sels,7,8,7,8,9,3,7,7,3,3,8,7,7,6,3
30,sels,10,5,10,10,10,8,6,4,6,10,10,10,0,2,0
44,sels,8,6,9,9,9,10,10,10,8,4,7,7,3,7,4
22,sels,7,9,7,8,7,5,4,7,1,9,6,8,3,4,3
31,sels,8,2,6,10,10,8,10,10,8,2,8,8,2,2,1
37,sels,7,7,8,8,6,2,7,5,8,8,3,8,1,3,2
48,sels,6,2,7,10,10,10,6,5,2,5,8,7,7,8,2
26,sels,8,4,9,10,9,10,10,10,6,9,10,10,2,1,2
18,sels,7,9,7,8,8,8,9,9,8,9,9,10,7,3,3
54,sels,5,4,4,8,10,10,9,7,4,7,10,8,6,6,1
17,sels,5,10,10,10,10,10,3,10,5,4,8,5,4,2,1
42,sels,9,2,10,10,10,9,10,10,6,3,9,10,5,0,0
67,sels,5,5,5,8,8,1,9,9,3,8,9,5,5,8,5
71,sels,7,6,8,9,9,9,8,8,3,8,7,8,3,1,4
74,sels,8,6,7,9,8,9,8,8,5,7,3,8,8,3,3
36,sels,6,7,6,9,7,8,9,6,5,9,7,8,8,7,8
47,sels,5,7,5,8,8,6,6,5,2,10,10,10,8,0,1
78,sels,8,8,7,10,9,10,10,10,3,10,9,10,8,0,3
28,sels,6,9,6,9,8,9,6,5,2,7,7,9,5,3,3
31,sels,6,7,6,8,8,6,7,6,0,4,7,8,7,7,3
71,sels,5,5,5,5,5,5,2,5,6,5,5,5,5,5,4
49,sels,10,8,10,9,8,2,6,6,0,2,8,10,8,5,1
71,sels,5,0,8,10,10,3,10,8,3,0,10,8,7,7,5
67,sels,10,10,10,10,7,10,10,10,10,0,10,10,10,5,5
50,sels,7,8,6,7,7,5,10,10,9,9,8,10,3,1,5
41,sels,8,8,8,8,9,8,8,9,7,3,5,7,7,3,2
38,sels,9,7,8,7,10,6,6,7,2,5,6,9,3,2,0
66,sels,8,8,9,4,5,2,6,2,3,9,8,9,3,1,7
48,sels,7,9,7,9,9,9,9,9,3,2,6,8,6,8,2
26,sels,2,7,10,10,10,10,5,10,7,3,0,6,10,7,3
35,sels,7,6,5,6,7,3,4,1,2,7,8,8,5,4,3
79,sels,10,10,10,10,10,10,9,10,0,5,6,9,6,10,3
67,sels,6,2,7,8,9,10,8,8,5,9,9,9,2,1,2
51,sels,5,7,7,7,8,6,5,5,3,8,7,7,7,5,1
72,sels,8,7,7,8,8,7,8,7,6,1,5,7,8,8,2
32,sels,8,6,5,10,8,9,9,8,8,10,10,10,4,5,2
999,sels,10,10,10,10,10,9,9,7,2,10,8,9,10,2,2
21,sels,7,9,6,8,8,5,7,7,3,5,8,8,8,7,6
38,sels,5,4,5,10,8,9,10,8,7,9,10,9,2,6,4
61,sels,8,0,6,10,10,10,6,5,5,2,5,5,5,3,3
61,sels,8,9,2,9,10,10,8,9,2,8,1,10,1,0,1
29,sels,9,8,7,9,9,4,6,7,6,8,5,9,2,1,1
48,sels,6,9,7,10,10,10,9,10,8,10,9,10,1,2,1
56,sels,8,8,9,8,7,5,6,8,1,2,9,9,6,4,3
35,sels,5,5,8,10,10,10,9,9,9,5,8,9,2,6,3
59,sels,9,8,7,10,10,10,10,10,2,3,8,9,10,9,6
72,sels,6,6,8,8,9,9,9,9,5,4,8,4,7,6,6
57,sels,8,9,8,8,8,9,9,7,8,9,10,10,7,2,5
19,sels,6,7,6,6,7,3,8,9,5,4,7,8,7,4,2
20,sels,7,5,5,5,5,7,5,5,5,7,5,5,5,5,5
42,sels,5,5,5,8,9,9,8,8,6,5,9,8,5,2,3
75,sels,6,8,8,7,9,7,8,8,5,2,4,4,5,4,1
54,sels,2,8,3,5,5,5,3,4,7,9,8,5,5,4,8
65,sels,8,8,6,8,9,9,9,9,9,7,9,8,9,1,4
43,sels,5,6,5,10,9,10,10,7,3,3,10,10,6,7,7
55,sels,5,7,8,9,8,9,4,5,2,9,9,8,2,1,5
37,sels,9,2,6,10,10,9,8,6,7,8,10,9,2,0,5
57,sels,5,7,7,8,7,5,8,9,9,10,10,10,2,2,2
54,sels,5,5,6,10,8,8,4,7,2,7,7,8,5,3,3
60,sels,7,5,9,9,8,6,8,8,5,9,10,9,5,2,2
29,sels,8,9,8,9,9,9,6,6,8,8,8,9,2,1,4
64,sels,7,0,6,8,6,10,9,9,9,1,9,8,1,0,4
30,sels,9,6,9,10,10,8,10,10,10,4,8,8,3,3,4
41,sels,5,7,10,8,8,5,5,6,2,10,9,9,5,6,2
19,sels,9,1,7,5,8,3,9,10,10,7,7,8,9,3,2
68,sels,8,10,10,10,9,10,10,9,5,10,10,10,10,1,4
19,sels,5,4,5,10,9,10,10,9,7,7,8,10,2,3,5
57,sels,2,2,4,9,9,9,8,6,5,8,8,9,5,2,3
36,sels,7,6,8,9,8,8,3,7,2,8,5,8,9,5,6
44,sels,9,7,7,10,10,10,5,6,7,5,6,9,10,8,8
49,sels,6,1,5,8,9,9,9,8,7,9,5,8,3,2,3
44,sels,7,3,7,7,7,5,7,7,4,3,8,7,2,8,2
37,sels,7,2,9,10,9,10,8,2,3,9,4,10,2,1,4
31,sels,5,7,5,7,9,7,5,8,3,9,8,9,6,6,5
59,sels,9,10,8,8,6,4,5,8,5,4,7,7,8,9,6
71,sels,1,2,5,4,3,8,3,3,2,4,5,9,9,9,8
47,sels,6,5,7,9,9,9,9,8,3,8,9,9,6,5,3
69,sels,10,8,10,10,9,10,10,10,3,2,8,9,10,8,4
22,sels,8,8,8,9,9,8,9,9,8,10,9,10,9,9,7
73,sels,7,6,8,8,8,6,5,4,2,3,8,7,8,7,4
57,sels,7,7,7,9,8,4,8,7,2,9,1,8,7,1,2
33,sels,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37,sels,6,9,8,7,8,5,5,7,3,4,7,7,5,2,2
44,sels,6,3,8,7,3,9,9,7,9,8,8,9,2,1,3
40,sels,5,0,1,9,5,9,5,5,5,5,9,5,9,5,5
23,sels,4,6,8,8,6,8,6,7,6,8,9,8,6,2,3
66,sels,5,8,7,8,9,5,6,8,5,8,8,7,6,5,4
31,sels,10,4,10,8,9,5,8,5,6,8,10,8,2,2,0
34,sels,7,0,7,10,7,9,9,9,8,7,8,8,4,3,4
25,sels,7,8,6,9,7,5,10,9,9,9,6,10,10,3,7
62,sels,4,2,4,8,7,4,3,5,1,3,6,6,8,9,5
60,sels,6,7,4,9,9,10,8,8,3,10,8,9,6,2,1
64,sels,8,2,7,6,6,8,8,2,6,2,1,4,2,3,5
68,sels,9,7,8,8,9,6,9,9,6,4,6,8,4,7,6
26,sels,6,7,6,10,8,3,8,8,5,8,8,6,9,3,5
42,sels,5,5,8,10,9,9,6,5,7,7,9,8,5,2,7
43,sels,5,7,5,10,10,2,5,9,3,3,5,6,6,5,4
27,sels,9,10,9,7,7,9,5,7,7,8,8,9,8,8,7
52,sels,7,7,7,8,9,7,10,9,1,2,6,6,4,6,4
22,sels,5,4,5,5,5,3,7,5,4,8,5,5,3,6,6
64,sels,8,5,7,10,8,4,10,8,3,2,7,8,8,7,5
62,sels,7,2,6,10,10,10,8,8,5,10,5,10,8,8,7
67,sels,9,9,9,9,9,9,6,6,5,2,6,4,8,8,3
60,sels,5,3,7,7,7,6,8,7,6,5,6,5,7,6,6
65,sels,5,2,7,8,6,5,3,4,2,8,8,8,5,5,5
31,sels,9,9,8,9,1,5,6,7,8,8,2,7,6,6,4
26,sels,9,7,9,8,7,5,8,7,7,5,7,8,3,4,2
28,sels,9,8,8,8,8,8,8,8,5,3,9,8,3,4,5
69,sels,8,8,8,10,10,10,9,9,5,8,10,9,7,4,6
67,sels,5,8,8,7,9,9,4,5,1,8,8,9,8,8,4
67,sels,8,8,8,8,8,8,8,8,8,4,8,8,8,2,2
39,sels,6,5,9,10,8,6,8,10,7,6,7,8,2,4,5
57,sels,5,9,8,10,9,10,7,5,2,9,8,10,5,3,3
36,sels,8,6,6,10,9,9,7,3,7,5,6,6,2,3,2
65,sels,8,10,8,10,10,2,10,10,2,1,9,9,8,8,0
71,sels,2,6,2,9,9,8,5,7,2,10,5,8,9,5,5
50,sels,5,7,7,5,9,10,8,9,1,9,10,9,5,3,1
51,sels,0,8,7,5,7,10,8,10,6,9,10,1,0,0,2
39,sels,5,3,9,9,8,10,9,8,3,10,9,9,8,1,4
42,sels,3,5,3,5,3,9,4,1,1,10,10,10,7,6,8
54,sels,2,4,5,9,9,3,6,8,3,7,9,9,4,7,5
62,sels,5,8,6,8,8,9,8,9,5,4,9,9,9,7,6
52,sels,7,8,10,10,10,10,7,6,5,8,10,7,8,3,5
52,sels,8,4,8,9,9,10,8,9,2,10,9,10,6,1,2
39,sels,5,10,8,9,8,7,8,7,5,8,7,9,3,6,3
67,sels,8,5,10,10,10,10,10,10,4,9,8,10,8,1,4
24,sels,8,5,10,8,9,10,10,9,8,10,4,8,6,6,3
45,sels,5,5,5,8,7,8,6,4,3,8,7,9,3,2,2
65,sels,6,6,6,8,8,7,6,6,3,3,7,6,7,6,5
41,sels,6,9,10,8,7,5,7,5,3,8,10,10,8,9,5
43,sels,10,10,10,10,10,1,10,7,1,2,2,9,8,6,4
49,sels,7,6,8,9,10,10,8,10,2,2,8,10,6,0,0
82,sels,8,0,6,10,10,2,10,5,6,6,8,8,10,9,6
65,sels,5,10,7,8,7,7,6,3,2,4,8,8,7,6,4
23,sels,8,6,10,8,9,7,10,10,6,4,7,8,9,6,3
43,sels,3,5,4,7,7,5,7,7,3,3,7,7,7,7,5
44,sels,5,3,4,7,8,8,4,8,2,8,9,8,6,7,7
95,sels,5,10,9,10,6,6,7,3,1,10,9,10,8,10,6
57,sels,6,8,6,9,9,10,7,8,5,9,9,8,2,2,1
19,sels,6,8,8,7,7,4,10,9,8,10,5,9,7,9,4
59,sels,6,2,7,10,8,7,8,3,4,10,9,10,9,4,7
46,sels,9,8,9,9,9,8,8,8,8,7,8,8,2,2,1
68,sels,6,9,6,10,9,10,9,9,9,8,9,9,1,0,0
50,sels,2,7,1,9,9,8,2,7,6,2,9,4,8,1,2
77,sels,8,4,7,10,8,10,7,8,2,3,9,8,2,2,1
62,sels,5,5,7,8,7,8,5,7,3,3,8,7,3,0,2
21,sels,5,10,8,8,9,5,9,9,7,8,10,10,7,7,2
50,sels,5,2,6,10,10,9,4,3,0,10,8,10,10,7,6
57,sels,8,7,5,8,8,10,8,8,2,10,8,9,8,7,5
72,sels,7,10,10,10,10,10,10,10,4,10,8,10,7,6,4
61,sels,9,8,9,9,9,8,9,9,2,6,8,9,10,2,1
68,sels,6,3,6,9,9,9,8,7,1,5,4,9,7,8,1
20,sels,9,6,9,9,9,5,8,8,5,3,10,10,7,3,0
43,sels,9,10,10,10,10,10,8,8,3,9,8,7,2,2,3
36,sels,5,3,3,8,9,7,5,10,6,4,9,10,8,6,3
37,sels,8,3,6,8,8,6,8,5,5,7,8,8,3,2,2
50,sels,5,8,4,8,2,8,9,9,7,9,9,10,6,5,1
40,sels,10,10,10,10,10,10,10,10,0,9,10,10,10,7,0
29,sels,5,3,3,7,8,3,3,3,3,5,5,7,8,5,5
73,sels,7,5,10,10,10,10,10,10,5,10,10,10,0,0,0
80,sels,4,7,7,10,10,10,5,10,8,3,8,9,4,5,0
20,sels,6,6,6,7,9,8,9,10,9,8,10,9,5,7,3
53,sels,5,8,6,10,10,10,6,5,5,8,10,8,2,2,4
60,sels,9,9,9,9,7,8,9,5,5,9,9,9,7,3,3
43,sels,7,9,8,8,10,10,10,10,5,0,10,8,6,10,1
67,sels,8,8,8,7,7,3,8,7,5,4,9,6,6,7,3
62,sels,2,2,2,8,7,8,2,2,2,5,6,7,8,2,3
38,sels,10,8,10,4,6,5,10,10,7,5,5,8,4,4,3
42,sels,5,5,3,8,7,10,3,4,3,7,6,7,2,2,1
66,sels,8,6,8,10,9,10,8,8,4,5,7,9,8,1,1
71,sels,4,7,5,8,8,3,7,6,4,8,9,8,7,2,2
74,sels,6,6,8,6,5,7,7,4,7,6,7,8,5,4,4
24,sels,4,0,2,9,9,5,7,6,5,7,10,9,5,6,6
66,sels,8,8,8,7,5,3,8,8,5,8,10,8,6,5,5
60,sels,9,7,9,8,9,8,10,10,9,4,9,9,6,1,3
65,sels,9,6,5,10,10,10,10,9,9,7,6,5,3,1,1
60,sels,9,5,9,8,8,8,9,8,8,3,5,5,6,7,5
49,sels,4,6,2,9,7,10,7,8,4,7,6,7,6,5,2
44,sels,4,8,6,10,7,4,5,6,3,9,8,7,9,5,5
46,sels,10,1,9,8,9,9,10,9,9,2,5,8,0,0,3
69,sels,10,4,10,8,10,10,9,9,2,6,10,10,10,0,2
28,sels,6,2,3,8,7,8,10,8,6,6,9,9,7,8,7
63,sels,8,10,10,8,10,8,5,4,4,7,8,6,7,2,5
61,sels,1,3,4,10,5,6,3,1,2,4,8,7,6,6,8
19,sels,6,10,10,9,10,0,9,9,8,3,10,7,10,10,10
59,sels,5,10,7,8,9,2,8,8,8,5,3,6,2,4,2
24,sels,6,3,3,9,9,6,8,7,5,8,7,8,8,6,2
44,sels,6,7,6,8,7,8,7,8,5,8,8,8,7,5,2
44,sels,6,7,6,9,8,9,8,8,3,9,7,8,5,5,4
77,sels,6,8,8,10,10,10,10,10,3,10,7,10,8,2,3
68,sels,4,10,5,4,5,6,2,2,2,9,8,8,8,10,10
43,sels,8,1,5,9,8,9,9,7,7,8,9,3,4,1,1
19,sels,9,5,9,9,9,9,9,9,7,8,8,9,8,8,6
58,sels,5,6,4,8,8,5,7,7,4,3,7,8,5,4,2
44,sels,3,5,3,9,8,10,9,8,9,6,8,8,8,8,3
55,sels,6,6,6,10,10,10,6,6,8,6,4,6,2,0,2
55,sels,7,1,6,9,8,9,10,9,4,7,9,9,2,6,4
37,sels,8,3,9,8,7,4,7,4,4,4,8,4,10,3,4
55,sels,8,1,6,9,7,9,7,5,5,6,3,7,5,5,3
70,sels,5,3,5,5,7,7,8,8,3,8,8,9,7,5,5
44,sels,8,9,7,10,9,10,7,8,9,8,7,10,2,3,2
55,sels,10,10,10,9,10,9,10,7,4,10,10,10,8,6,5
48,sels,5,5,5,10,10,9,6,1,5,8,8,9,1,1,2
46,sels,10,8,10,9,7,3,7,6,2,6,5,8,3,3,5
51,sels,5,6,7,7,6,5,7,6,4,8,8,9,10,7,5
64,sels,7,3,3,8,6,8,9,8,7,9,9,7,1,2,2
34,sels,10,7,9,10,8,8,9,8,2,10,9,8,6,3,4
47,sels,5,5,5,8,6,10,6,4,2,9,7,8,5,3,5
71,sels,6,3,6,7,6,10,2,8,2,9,6,6,5,1,3
76,sels,5,10,7,10,10,9,7,4,1,6,8,9,8,1,2
38,sels,6,2,5,9,8,8,7,8,4,5,8,7,3,1,2
44,sels,9,8,9,9,9,9,6,6,1,7,3,8,6,6,4
36,sels,8,9,9,8,7,3,8,7,3,5,7,9,5,2,3
47,sels,6,6,7,9,9,9,8,6,6,9,7,9,7,7,3
26,sels,3,1,6,8,9,9,7,7,4,4,7,7,9,5,6
48,sels,8,4,6,9,8,9,8,3,5,5,9,8,3,2,2
22,sels,7,3,6,9,8,7,4,2,3,9,3,8,5,3,5
49,sels,7,3,6,8,8,8,4,3,2,5,8,5,3,8,7
22,sels,9,2,6,7,9,7,5,6,4,10,10,10,2,0,1
36,sels,9,10,9,7,8,6,9,9,7,5,8,8,4,4,2
83,sels,4,5,8,10,10,10,5,5,5,10,8,5,0,2,2
60,sels,8,6,8,10,8,10,9,9,3,9,5,9,1,2,3
50,sels,3,6,6,8,8,5,5,5,5,5,5,6,3,6,5
51,sels,7,2,7,9,8,8,8,7,4,4,5,8,5,4,2
47,sels,5,4,5,8,9,9,7,5,2,6,9,8,3,1,1
52,sels,10,10,10,10,10,10,10,5,2,3,10,10,10,8,5
66,sels,6,9,9,10,10,10,8,8,2,7,9,10,2,5,3
53,sels,5,2,7,8,8,8,8,8,2,5,8,8,2,8,3
48,sels,5,0,10,10,10,10,10,10,5,8,10,10,8,5,2
20,sels,9,10,9,8,8,8,9,7,7,8,8,10,7,7,6
42,sels,8,9,9,8,8,7,3,7,1,2,7,9,8,3,3
67,sels,6,3,8,7,7,1,6,8,1,7,7,7,9,8,5
72,sels,7,4,7,9,5,7,5,3,3,7,8,4,4,0,2
65,sels,6,5,5,7,9,9,5,5,1,8,4,7,9,3,8
28,sels,9,2,8,10,8,3,8,7,2,10,10,10,1,3,0
69,sels,7,9,9,9,8,10,8,9,4,7,10,9,9,3,1
45,sels,5,5,5,8,9,9,5,5,4,9,7,7,6,6,5
69,sels,8,2,5,8,8,8,8,8,2,2,8,8,8,8,5
62,sels,5,4,5,9,9,9,5,5,5,8,7,7,4,2,5
71,sels,7,6,8,8,7,9,7,7,2,9,7,9,5,3,1
47,sels,8,8,7,10,8,7,7,6,3,3,9,8,7,6,3
24,sels,5,5,8,9,10,8,6,7,2,4,4,10,10,7,3
